smiles,selfies
CC(C)=CCC/C(C)=C\CO,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][\C][O]
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,[C][O][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][C][N][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][=C][C][=C][Ring1][#C][N]
CC(C)=CCC/C(C)=C/CO,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][O]
CC(C)=CCCC(C)CCO,[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][C][C][O]
CCCCON=O,[C][C][C][C][O][N][=O]
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,[C][N][C@H1][C][C][C@@H1][Ring1][Branch1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1].[C][N][C@H1][C][C][C@@H1][Ring1][Branch1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1]
C1CS1,[C][C][S][Ring1][Ring1]
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N]
CSc1nc(NC(C)C)nc(NC(C)C)n1,[C][S][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][=C]
C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,[C][=C][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][O][=C][Ring1][#C]
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,[N][C][=N][C][=Branch1][C][=O][C][N][=C][N][Branch1][#Branch2][C][C][C][Branch1][Ring1][C][O][C][O][C][=Ring1][N][NH1][Ring1][P]
CCCCCCCOC(C)=O,[C][C][C][C][C][C][C][O][C][Branch1][C][C][=O]
Brc1ccc(-c2ccccc2)cc1,[Br][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N]
NC(CCC(=O)O)C(=O)O,[N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
CCCC[n+]1ccccc1.F[B-](F)(F)F,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[F][B-1][Branch1][C][F][Branch1][C][F][F]
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,[Cl][C][=C][C][=C][Branch2][Ring1][C][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][O][C][C][O][Ring1][O][C][Branch1][C][Cl][=C][Ring2][Ring1][C]
O=C[C@@H](O)[C@H](O)[C@H](O)CO,[O][=C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O]
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,[C][S][C][=N][C][Branch1][Ring2][N][=N+1][=N-1][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][=N]
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1]
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,[C][C][C][N][Branch2][Ring2][Branch2][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][C][N][Ring2][Ring1][=N]
c1ccc2c(c1)sc1ccccc12,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]
Oc1ccccc1F,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][F]
Fc1ccccc1-c1ccccc1,[F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)=CC(=O)C=C(C)C,[C][C][Branch1][C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][C][C]
CC(C)(CCC(=O)O)C(=O)O,[C][C][Branch1][C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
CC(=O)CCC=C(C)CCC=C(C)C,[C][C][=Branch1][C][=O][C][C][C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C]
CC(C)(CC(=O)O)C(=O)O,[C][C][Branch1][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
CC(=O)C(C)=O,[C][C][=Branch1][C][=O][C][Branch1][C][C][=O]
CC(=O)C1=C(C)[C@@H]2C[C@]3(C1)[C@@H](CC[C@H]3C)C2(C)C,[C][C][=Branch1][C][=O][C][=C][Branch1][C][C][C@@H1][C][C@][Branch1][Ring2][C][Ring1][#Branch1][C@@H1][Branch1][#Branch1][C][C][C@H1][Ring1][=Branch1][C][C][Ring1][#Branch2][Branch1][C][C][C]
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C]
CC(C)=CC=O,[C][C][Branch1][C][C][=C][C][=O]
CC(C)(C#N)C(C)(C)C#N,[C][C][Branch1][C][C][Branch1][Ring1][C][#N][C][Branch1][C][C][Branch1][C][C][C][#N]
CSSC,[C][S][S][C]
CCOc1ccccc1N,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N]
CC(Cl)(Cl)[N+](=O)[O-],[C][C][Branch1][C][Cl][Branch1][C][Cl][N+1][=Branch1][C][=O][O-1]
CCCCCCCCC=O,[C][C][C][C][C][C][C][C][C][=O]
CCC(C)C(C)=O,[C][C][C][Branch1][C][C][C][Branch1][C][C][=O]
CC(C)C=O,[C][C][Branch1][C][C][C][=O]
CC(CCC(=O)O)C(=O)O,[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
CCCC(C)C(=O)O,[C][C][C][C][Branch1][C][C][C][=Branch1][C][=O][O]
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,[C][C][N][C][C][C][C@H1][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][C][Br][=C][Ring1][=Branch2][O][C]
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,[C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][=C][=O]
Cc1ccc([N+](=O)[O-])cc1N,[C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N]
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,[N][C][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C@@H1][C][C@H1][Branch1][C][N][C@@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][N][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][N][C@H1][Ring1][#Branch2][O]
O=P(O)(O)c1ccccc1,[O][=P][Branch1][C][O][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)c1ccccc1O,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
CC(=N\O)/C(C)=N/O,[C][C][=Branch1][Ring1][=N][\O][/C][Branch1][C][C][=N][/O]
COc1ccc2ccccc2c1,[C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,[O][=C][Branch1][Branch2][O][C][C][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2]
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[C][C][Branch1][C][C][Branch2][Ring1][P][S][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C][S][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C]
CN1CCOC(c2ccccc2)c2ccccc2C1,[C][N][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C]
CCO[Si](C)(OCC)OCC,[C][C][O][Si][Branch1][C][C][Branch1][Ring2][O][C][C][O][C][C]
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,[C][C][C][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][=C][S][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][C]
CC(=O)OC1CC(C)OC(C)O1,[C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][O][C][Branch1][C][C][O][Ring1][Branch2]
COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,[C][O][C][=C][C][Branch2][Ring1][C][C][=C][C][=C][Branch1][Ring2][N][=C][=O][C][Branch1][Ring1][O][C][=C][Ring1][O][=C][C][=C][Ring1][P][N][=C][=O]
O=C(O)CCCCCCCCCCC(=O)O,[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCC(C)NC(N)=O,[C][C][C][Branch1][C][C][N][C][Branch1][C][N][=O]
[C-]#N.[Cu+],[C-1][#N].[Cu+1]
Clc1ccc(Cl)c(Cl)c1,[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]
O=C(c1ccccc1)c1ccccc1,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCOc1cc(C=O)ccc1O,[C][C][O][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][Branch2][O]
COc1cc(C=O)ccc1O,[C][O][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][Branch2][O]
CC(C)(C)C(=O)CCl,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][Cl]
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,[O][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][C][N][Branch2][Ring1][Branch1][C][C][N][C][=Branch1][C][=O][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][C][Ring2][Ring1][Ring2]
CCC(C)(C#N)/N=N/C(C)(C#N)CC,[C][C][C][Branch1][C][C][Branch1][Ring1][C][#N][/N][=N][/C][Branch1][C][C][Branch1][Ring1][C][#N][C][C]
CC(S)C(=O)NCC(=O)O,[C][C][Branch1][C][S][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O]
Clc1ccc2nsnc2c1NC1=NCCN1,[Cl][C][C][=C][C][=N][S][N][=C][Ring1][Branch1][C][=Ring1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1]
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=N][S][N][=C][Ring1][Branch1][N][C][C][O][C][C][Ring1][=Branch1]
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][C]
C=CCCCCCCCCC(=O)O,[C][=C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
O=C1CCCO1,[O][=C][C][C][C][O][Ring1][Branch1]
CC(C)(C)c1ccc(O)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
CC(C)(C)c1cc(O)ccc1O,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][O]
CC1CC(=O)O1,[C][C][C][C][=Branch1][C][=O][O][Ring1][Branch1]
CCCCNC(N)=O,[C][C][C][C][N][C][Branch1][C][N][=O]
Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)O)cc(O)c12,[N][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Ring1][Ring1][O]
CC(O)C(CO)C(C)O,[C][C][Branch1][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][C][O]
COCCOCCOCCOCCOCCO,[C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O]
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,[O][=C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][Cl]
CCCCCCCCCCCCCN1CC(C)OC(C)C1,[C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][C][Branch1][C][C][O][C][Branch1][C][C][C][Ring1][Branch2]
C[n+]1ccn(CCO)c1.F[B-](F)(F)F,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[F][B-1][Branch1][C][F][Branch1][C][F][F]
CCCC[N+]1(C)CCCCC1,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1]
CC[C@H](N)c1ccccc1,[C][C][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][Branch1][C][F][Branch1][C][F][F]
CC/C=C\CCCCCCCCCCOC(C)=O,[C][C][/C][=C][\C][C][C][C][C][C][C][C][C][C][O][C][Branch1][C][C][=O]
CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,[C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=C][N][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][=C][Branch1][C][O][C][Branch1][S][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2]
NC(=O)c1cnccn1,[N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1]
CCCCC(CC)COCC1CO1,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][C][C][O][Ring1][Ring1]
C=C(C)C(=O)OCC(C)O,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][O]
CCCCCCCCBr,[C][C][C][C][C][C][C][C][Br]
CCCCCCCCCCCCO,[C][C][C][C][C][C][C][C][C][C][C][C][O]
C=CCCCCCCCCCC,[C][=C][C][C][C][C][C][C][C][C][C][C]
CCCCCCCCCCCO,[C][C][C][C][C][C][C][C][C][C][C][O]
COCCOCCOCCO,[C][O][C][C][O][C][C][O][C][C][O]
C=C(C)C(=O)NCCCN(C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C]
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][O][C@@H1][Branch1][=N][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][S][O]
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,[O][=C][Branch2][Ring1][Branch2][N][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][#Branch1][C][O][N][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][#Branch1][C][O]
CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,[C][O][Si][Branch2][Branch1][Ring2][C][C][C][N][C][=Branch1][C][=O][N][Branch1][#C][C][C][C][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O][C][C][=Branch1][C][=O][N][Branch1][#C][C][C][C][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O][C][C][Ring2][Ring1][N][=O][Branch1][Ring1][O][C][O][C]
CCC(CO)CO,[C][C][C][Branch1][Ring1][C][O][C][O]
CC(CN)CC(C)(C)CCN,[C][C][Branch1][Ring1][C][N][C][C][Branch1][C][C][Branch1][C][C][C][C][N]
C=Cc1ccc(OC(C)=O)cc1,[C][=C][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2]
CC(C)CC(C)(N)C#N,[C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][N][C][#N]
O=S(=O)([O-])c1ccc2cc(O)ccc2c1,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][C][Ring1][#Branch1][=C][Ring1][O]
CNC(=S)[S-],[C][N][C][=Branch1][C][=S][S-1]
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O]
[SnH2+2],[SnH2+2]
COC(=O)Cl,[C][O][C][=Branch1][C][=O][Cl]
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][Branch1][C][C][=C][C][=Branch1][Branch1][=C][Ring1][Branch2][C][C][C][C@@][Branch1][C][C][Branch2][Ring1][#Branch1][C][C][C][C@H1][Branch1][C][C][C][C][C][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C][O][Ring2][Ring1][=Branch2]
CC(=O)Nc1ccc(N)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
Nc1cccc(N)c1,[N][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1]
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C][=O]
CC1=NN(c2ccccc2)C(=O)C1,[C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N]
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,[N][=C][Branch1][C][N][N][C][=Branch1][C][=O][C][=N][C][Branch1][C][Cl][=C][Branch1][C][N][N][=C][Ring1][Branch2][N]
CC1=CC[C@H]2C[C@@H]1C2(C)C,[C][C][=C][C][C@H1][C][C@@H1][Ring1][=Branch1][C][Ring1][Ring2][Branch1][C][C][C]
CCCCCCCCCCCCCCCCCCOCCO,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][O]
COC(=O)C(C)O,[C][O][C][=Branch1][C][=O][C][Branch1][C][C][O]
C1=CCC=C1,[C][=C][C][C][=C][Ring1][Branch1]
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,[C][N][C][=Branch1][C][=O][O][/N][=C][/C][Branch1][C][C][Branch1][C][C][S][Branch1][C][C][=Branch1][C][=O][=O]
O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,[O][=C][O][C][C@H1][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C@H1][Ring1][=N][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1]
CCCc1ccc(N)cc1,[C][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
C=CC(Cl)CCl,[C][=C][C][Branch1][C][Cl][C][Cl]
NC12CC3CC(CC(C3)C1)C2,[N][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2]
CC(O)C1CCCCC1,[C][C][Branch1][C][O][C][C][C][C][C][C][Ring1][=Branch1]
CNC1(C)C2CCC(C2)C1(C)C,[C][N][C][Branch1][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][Branch2][Branch1][C][C][C]
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[C][N][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O]
C[N+](C)(C)CCCCCC[N+](C)(C)C,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
COC(=O)C1(O)c2ccccc2-c2ccccc21,[C][O][C][=Branch1][C][=O][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C@H1][Branch1][C][O][C][C][C@H1][C@@H1][Branch1][Ring2][C][Ring1][N][N][Branch1][C][C][C][C][C@@][Ring1][S][Ring1][Branch2][Ring1][=N]
CCCCN(CCCC)C(=S)[S-],[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][=Branch1][C][=S][S-1]
CCCCCCCCCCCCCCCCBr,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Br]
CC1=C(C=O)C(C)(C)CC=C1,[C][C][=C][Branch1][Ring1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2]
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
Clc1cccc(C(Cl)(Cl)Cl)n1,[Cl][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][=N][Ring1][#Branch2]
CC(C)COC(=O)COc1ccc(Cl)cc1Cl,[C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]
CCOC(=O)C=CC(=O)O,[C][C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][O]
N#CCNCC#N,[N][#C][C][N][C][C][#N]
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][F][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring2][Ring1][=Branch1]
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-],[C][C][=Branch1][C][=O][N][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[C][C][=Branch1][C][=O][N][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
Cc1ccc(Br)cc1,[C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]
OCCCCO,[O][C][C][C][C][O]
CCCC=NO,[C][C][C][C][=N][O]
CC(=O)OC(C)c1ccccc1,[C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1ccc(S(=O)(=O)[O-])c(C)c1,[C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][C][=C][Ring1][O]
OCCCc1ccccc1,[O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cn1cnc2ncnc(N)c21,[C][N][C][=N][C][=N][C][=N][C][Branch1][C][N][=C][Ring1][#Branch1][Ring1][#Branch2]
COc1ccc(Br)c(C)c1,[C][O][C][=C][C][=C][Branch1][C][Br][C][Branch1][C][C][=C][Ring1][Branch2]
CCCCCC1=CCCC1=O,[C][C][C][C][C][C][=C][C][C][C][Ring1][Branch1][=O]
O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,[O][=C][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Ring1][=C]
O=C[O-],[O][=C][O-1]
Cc1ccc([N+](=O)[O-])cc1C,[C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C]
Cc1cccc([N+](=O)[O-])c1C,[C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C]
Cc1ccc([N+](=O)[O-])c(C)c1,[C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][C][=C][Ring1][#Branch2]
Cc1cccc(C)c1[N+](=O)[O-],[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1]
Cc1ccc(C)c([N+](=O)[O-])c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2]
