smiles,smi_mac_fragments,selfies,NR-AR
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,"[13*]C1CCCC1,[6*]C[6*],[11*]C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][N][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][Branch1][N][S][Ring1][#C][=Branch1][C][=O][=O],0
CC(C)NCC(O)c1ccccc1Cl,"[14*]c1ccccc1Cl,[3*]CC([6*])O,[3*]C(C)C,[4*]N[4*]",[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],0
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.O=C(O)CC(O)(CC(=O)O)C(=O)O,"[10*]S(=O)(=O)c1ccc([14*])c([14*])c1,[12*]c1nc(=O)c2c(C)nc([12*])n2[nH]1,[4*]N1CCN([4*])CC1,[6*]CCC,[2*]O[2*],O=C(O)CC(O)(CC(=O)O)C(=O)O,[3*]CC",[C][C][C][C][=N][C][Branch1][C][C][=C][C][=Branch1][C][=O][N][=C][Branch2][Ring2][C][C][=C][C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][Ring1][C][C][C][C][Ring1][Branch2][=C][C][=C][Ring1][P][O][C][C][NH1][N][Ring2][Ring1][#C][Ring2][Ring1][O].[O][=C][Branch1][C][O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,"[4*]N(C)C,[3*]CC[3*],[2*]O[2*],[2*]OC,[3*]C[6*],[1*]C([1*])=O,[4*]N[4*],[14*]c1ccc([14*])c([14*])c1,[14*]c1ccc([14*])cc1",[C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Ring1][=Branch1][O][C],0
C=COCCCCO,"[2*]OC=C,[3*]CCCCO",[C][=C][O][C][C][C][C][O],0
OCC1CO1,"[6*]CO,[11*]C1CO1",[O][C][C][C][O][Ring1][Ring1],0
CCCCOC(=O)c1ccccc1,"[2*]O[2*],[14*]c1ccccc1,[1*]C([1*])=O,[3*]CCCC",[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCC1COC(=O)O1,"[11*]C1COC(=O)O1,[6*]CC",[C][C][C][C][O][C][=Branch1][C][=O][O][Ring1][=Branch1],0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,"[6*]C(C)(C)C,[14*]c1cc(C)c([14*])c(C)c1O,[6*]CC1=NCCN1",[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][N][C][C][=N][C][C][N][Ring1][Branch1],0
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"[2*]O[2*],[3*]C[C@H]([3*])CC(=O)[O-],[4*][N+](C)(C)C,[1*]C(C)=O",[C][C][=Branch1][C][=O][O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][N+1][Branch1][C][C][Branch1][C][C][C],0
CCOc1ccccc1O,"[14*]c1ccccc1O,[2*]O[2*],[3*]CC",[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0
CC(C)C(=O)OCCOc1ccccc1,"[1*]C(=O)C(C)C,[2*]O[2*],[14*]c1ccccc1,[3*]CC[3*]",[C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,"[11*][C@@H]1NC[C@H](C(=C)C)[C@H]1[13*],[1*]C(=O)O,[6*]CC(=O)O",[C][=C][Branch1][C][C][C@H1][C][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Ring1][Branch2][C][C][=Branch1][C][=O][O],0
Cc1ccccc1C,Cc1ccccc1C,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,"[3*]CCC1=C([C@@H]([6*])C)c2ccccc2C1,[4*]N(C)C,[12*]c1ccccn1",[C][C@@H1][Branch2][Ring1][#Branch1][C][=C][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][=C][C][=C][C][=N][Ring1][=Branch1],0
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,"[14*]c1ccc(S(=O)(=O)O)cc1,[8*]N1N=C(C)CC1=O",[C][C][=N][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Ring1][S],0
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,"[2*]ON=C(c1ccc(Cl)cc1)C(F)(F)F,[3*]C[6*],[11*]C1OCCO1",[F][C][Branch1][C][F][Branch1][C][F][C][=Branch1][O][=N][O][C][C][O][C][C][O][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,"[2*]O[2*],[3*][C@H]1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)N2C,[1*]C(=O)[C@@H]([6*])CO,[14*]c1ccccc1",[C][N][C@H1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring2][Ring1][C][C@H1][O][C@@H1][Ring2][Ring1][Ring2][Ring1][Ring1],0
C=CCc1ccc2c(c1)OCO2,"[6*]CC=C,[14*]c1ccc2c(c1)OCO2",[C][=C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,"[3*]CC([6*])O,[14*]c1ccc(O)c([14*])c1,[6*]CO,[4*]N[4*],[3*]C(C)(C)C",[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],0
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,"[1*]C(=O)O,[10*]S(=O)(=O)c1ccc(/N=N/c2ccc(O)c([14*])c2)cc1,[12*]c1ccccn1,[4*]N[4*]",[O][=C][Branch1][C][O][C][=C][C][Branch2][Ring1][=N][/N][=N][/C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][S][=C][C][=C][Ring2][Ring1][Branch2][O],0
O=C1NS(=O)(=O)c2ccccc21,O=C1NS(=O)(=O)c2ccccc21,[O][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],0
O=C1[N-]S(=O)(=O)c2ccccc21,O=C1[N-]S(=O)(=O)c2ccccc21,[O][=C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],0
C=CCCCCCCCCCCCC,C=CCCCCCCCCCCCC,[C][=C][C][C][C][C][C][C][C][C][C][C][C][C],0
NC(=O)[O-],NC(=O)[O-],[N][C][=Branch1][C][=O][O-1],0
CC(C)(CO)COC(=O)C(C)(C)CO,"[3*]CC(C)(C)CO,[1*]C(=O)C(C)(C)CO,[2*]O[2*]",[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][O],0
O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,"[2*]O[2*],[3*][C@H](CC(=O)O)C(=O)O,[14*]c1ccccc1,[3*]C[6*],[1*]C([1*])=O,[4*]N[4*]",[O][=C][Branch1][C][O][C][C@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],0
CC(=O)C=CC1=C(C)CCCC1(C)C,"[5*]=CC1=C(C)CCCC1(C)C,[5*]=CC(C)=O",[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C],0
CCOC(=O)c1ccccc1C(=O)OCC,"[2*]O[2*],[14*]c1ccccc1[14*],[1*]C([1*])=O,[3*]CC",[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C],0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,"[2*]O[2*],[14*]c1ccccc1[14*],[1*]C([1*])=O,[3*]CCCC",[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C],0
NC(=O)c1ccccc1N,"[14*]c1ccccc1N,[1*]C(N)=O",[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,[Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][Cl],0
CCOC(=O)CC(C)=O,"[2*]O[2*],[1*]C(=O)CC(C)=O,[3*]CC",[C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][=O],0
C1CCCNCCC1,C1CCCNCCC1,[C][C][C][C][N][C][C][C][Ring1][Branch2],0
CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,"[3*]CC(CC)CCCC,[2*]O[2*],[1*]C(=O)C=[5*]",[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][/C][=C][\C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],0
CC(C)(O)C#CC(C)(C)O,CC(C)(O)C#CC(C)(C)O,[C][C][Branch1][C][C][Branch1][C][O][C][#C][C][Branch1][C][C][Branch1][C][C][O],0
O=C(O)CNCC(=O)O,"[3*]CC(=O)O,[4*]N[4*]",[O][=C][Branch1][C][O][C][N][C][C][=Branch1][C][=O][O],0
[Na]I,[Na]I,[Na][I],0
C[N+](C)(C)Cc1ccccc1,"[14*]c1ccccc1,[3*]C[6*],[4*][N+](C)(C)C",[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COc1cccc(C=O)c1,"[14*]c1cccc(C=O)c1,[2*]OC",[C][O][C][=C][C][=C][C][Branch1][Ring1][C][=O][=C][Ring1][Branch2],0
C[N+](C)(C)CC(=O)O,"[3*]CC(=O)O,[4*][N+](C)(C)C",[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O],0
Cc1ccccc1CCl,"[6*]CCl,[14*]c1ccccc1C",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Cl],0
CCCC[N+](C)(CCCC)CCCC,"[4*][N+]([4*])([4*])C,[3*]CCCC",[C][C][C][C][N+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,"[14*]c1c(O)c2ccccc2oc1=O,[14*]c1ccccc1,[6*]C([6*])CC(C)=O",[C][C][=Branch1][C][=O][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=O],0
BrCCCCCBr,BrCCCCCBr,[Br][C][C][C][C][C][Br],0
NCCc1ccc(O)cc1,"[6*]CCN,[14*]c1ccc(O)cc1",[N][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
NCC(O)c1ccc(O)cc1,"[6*]C(O)CN,[14*]c1ccc(O)cc1",[N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
O=CNNC=O,O=CNNC=O,[O][=C][N][N][C][=O],0
CCNC(=S)NCC,"[4*]NC(=S)N[4*],[3*]CC",[C][C][N][C][=Branch1][C][=S][N][C][C],0
CCOC(=O)/C=C\C(=O)OCC,"[1*]C(=O)C=[5*],[2*]O[2*],[3*]CC",[C][C][O][C][=Branch1][C][=O][/C][=C][\C][=Branch1][C][=O][O][C][C],0
CCN(C=O)CC,"[4*]N([4*])C=O,[3*]CC",[C][C][N][Branch1][Ring1][C][=O][C][C],0
OCCOCCO,"[2*]O[2*],[3*]CCO",[O][C][C][O][C][C][O],0
CC(C)(C)S,CC(C)(C)S,[C][C][Branch1][C][C][Branch1][C][C][S],0
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,"[2*]O[2*],[3*]CC(C)C,[1*]C([1*])=O,[14*]c1ccccc1[14*]",[C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C],0
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,"[2*]O[2*],[3*]CCCCCCC(C)C,[1*]C([1*])=O,[14*]c1ccccc1[14*]",[C][C][Branch1][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][Branch1][C][C][C],0
CCOC(=O)C=Cc1ccccc1,"[1*]C(=O)C=[5*],[2*]O[2*],[5*]=Cc1ccccc1,[3*]CC",[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COC(=O)c1ccc(O)cc1,"[14*]c1ccc(O)cc1,[1*]C([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
NCCc1cnc[nH]1,"[6*]CCN,[12*]c1cnc[nH]1",[N][C][C][C][=C][N][=C][NH1][Ring1][Branch1],0
CCCCCCCC/C=C\CCCCCCCC(=O)O,"[5*]=CCCCCCCCC,[5*]=CCCCCCCCC(=O)O",[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O],0
CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,[C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][=C][Ring1][#C][O],0
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,[C][C][=C][C@H1][O][C][=Branch1][C][=O][C@@H1][Branch1][C][C][C@@H1][Ring1][#Branch1][C][C][C@@][Ring1][O][Branch1][C][C][C][=C][C][Ring1][S][=O],0
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C,[C][C@H1][C@H1][C@H1][Branch2][Ring2][Ring1][C][C@H1][C@@H1][C][C][C@H1][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][=Branch1][C][=O][C@@][Ring1][P][Ring2][Ring1][Ring2][C][O][C@][Ring2][Ring1][Branch2][C][C][C@@H1][Branch1][C][C][C][O][Ring1][#Branch1],0
C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,"[1*]C(=O)O,[4*]N1C[C@@H](C)N[C@@H](C)C1,[7*]n1cc([14*])c(=O)c2c(F)c(F)c([14*])c(F)c21,[6*]C1CC1",[C][C@H1][C][N][Branch2][Ring2][Branch2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][=N][=C][Ring2][Ring1][Ring1][F][C][C@@H1][Branch1][C][C][N][Ring2][Ring1][O],1
COc1ccc(Cc2cnc(N)nc2N)cc1OC,"[6*]C[6*],[14*]c1ccc([14*])c([14*])c1,[14*]c1cnc(N)nc1N,[2*]OC",[C][O][C][=C][C][=C][Branch1][=C][C][C][=C][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1][N][C][=C][Ring1][#C][O][C],0
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,"[12*]c1nnc([12*])s1,[4*]NC,[6*]C(C)(C)C,[1*]C([1*])=O,[4*]N([4*])C",[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][N][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][S][Ring1][=Branch2],0
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,"[6*]C(C)(C)C,[7*]n1c(=O)[nH]c(C)c(Cl)c1=O",[C][C][NH1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=Ring1][N][Cl],0
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,"[14*]c1ccc(Cl)cc1,[6*]CC([6*])(C#N)CCCC,[7*]n1cncn1",[C][C][C][C][C][Branch1][Ring1][C][#N][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
O=C([O-])CF,O=C([O-])CF,[O][=C][Branch1][C][O-1][C][F],0
CCCCOCC(C)OCC(C)O,"[3*]CC(C)O,[2*]O[2*],[3*]CC([3*])C,[3*]CCCC",[C][C][C][C][O][C][C][Branch1][C][C][O][C][C][Branch1][C][C][O],0
C=CC(=O)OCCCCCC(C)C,"[1*]C(=O)C=C,[2*]O[2*],[3*]CCCCCC(C)C",[C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][C][C],0
Cl/C=C/Cl,Cl/C=C/Cl,[Cl][/C][=C][/Cl],0
C=Cc1ccc(C)cc1,C=Cc1ccc(C)cc1,[C][=C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],0
OCC(Cl)CCl,OCC(Cl)CCl,[O][C][C][Branch1][C][Cl][C][Cl],0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"[6*]CO,[4*]N1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1[11*],[3*]CCO",[O][C][C][N][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][C][O],0
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"[2*]O[2*],[1*]C(=O)CC([3*])(CC([1*])=O)C([1*])=O,[3*]CCCC,[1*]C(C)=O",[C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][O][C][C][=Branch1][C][=O][O][C][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=Branch1][C][=O][O][C][C][C][C],0
O=C(O)c1cccc(C(F)(F)F)c1,"[1*]C(=O)O,[14*]c1cccc([14*])c1,[6*]C(F)(F)F",[O][=C][Branch1][C][O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],0
COC(OC)OC,COC(OC)OC,[C][O][C][Branch1][Ring1][O][C][O][C],0
CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1,"[4*]N(C)C,[12*]c1cccs1,[12*]c1ccccn1,[3*]CC[3*],[3*]C[6*],[4*]N([4*])[4*]",[C][N][Branch1][C][C][C][C][N][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1].[C][N][Branch1][C][C][C][C][N][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],0
CCC(C)C1N=C(C)C(C)S1,"[6*]C(C)CC,[11*]C1N=C(C)C(C)S1",[C][C][C][Branch1][C][C][C][N][=C][Branch1][C][C][C][Branch1][C][C][S][Ring1][#Branch1],0
Cc1nc2ccc(Cl)cc2[nH]1,Cc1nc2ccc(Cl)cc2[nH]1,[C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],0
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)O)C(=O)O,[N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0
CCCC(=O)OC/C=C(\C)CCC=C(C)C,"[5*]=C(C)C,[1*]C(=O)CCC,[2*]O[2*],[3*]CC=[5*],[5*]=CCCC(=[5*])C",[C][C][C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C],0
CC(C)(O)C(=O)c1ccccc1,"[14*]c1ccccc1,[1*]C(=O)C(C)(C)O",[C][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCCCOC(=O)C(C)OC(=O)CCC,"[1*]C(=O)CCC,[2*]O[2*],[1*]C(=O)C([3*])C,[3*]CCCC",[C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C],0
COC(C=C(C)CCC=C(C)C)OC,"[5*]=C(C)C,[3*]C([3*])C=[5*],[5*]=CCCC(=[5*])C,[2*]OC",[C][O][C][Branch1][=C][C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][O][C],0
O=S(=O)(O)NC1CCCCC1,"[3*]C1CCCCC1,[4*]NS(=O)(=O)O",[O][=S][=Branch1][C][=O][Branch1][C][O][N][C][C][C][C][C][C][Ring1][=Branch1],0
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,"[13*][C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,[1*]C(C)=O",[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][=C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Branch1][C][C][C@@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],1
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,"[7*]n1cnc2c1c(=O)n(C)c(=O)n2C,[6*]CC(O)CO",[C][N][C][=Branch1][C][=O][C][=C][Branch1][=N][N][=C][N][Ring1][Branch1][C][C][Branch1][C][O][C][O][N][Branch1][C][C][C][Ring1][S][=O],0
C=CN1CCCC1=O,C=CN1CCCC1=O,[C][=C][N][C][C][C][C][Ring1][Branch1][=O],0
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,"[6*]CO,[3*]C(CO)CO,[3*][C@H]1C[C@]([13*])(O)[C@@H](O)[C@H](O)[C@H]1O,[4*]N[4*]",[O][C][C][Branch1][Ring1][C][O][N][C@H1][C][C@][Branch1][C][O][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O],0
Cc1cccc(C)c1,Cc1cccc(C)c1,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1],0
Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,[C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][C][=C][Ring1][Branch2],0
O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1,"[1*]C(=O)O,[14*]c1cc([14*])cc(S(=O)(=O)[O-])c1",[O][=C][Branch1][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring1][=N],0
CC(C)CCON=O,"[2*]ON=O,[3*]CCC(C)C",[C][C][Branch1][C][C][C][C][O][N][=O],0
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1,"[12*]c1cc([12*])nc([12*])n1,[2*]O[2*],[2*]OC,[1*]C(=O)[O-],[14*]c1cccc([14*])c1[14*]",[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring2][Ring1][O][C][=C][C][=C][C][Branch2][Ring1][C][O][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2][=C][Ring1][P][C][=Branch1][C][=O][O-1][=N][Ring2][Ring1][=N],0
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,"[5*]=C(C)C,[6*]C[6*],[2*]O[2*],[14*]c1ccccc1,[1*]C([1*])=O,[3*]C[6*],[5*]=C[C@@H]1[C@H]([13*])C1(C)C,[12*]c1cc([14*])co1",[C][C][Branch1][C][C][=C][C@@H1][C@@H1][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][O][C][C][=C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][N][C][Ring2][Ring1][Ring1][Branch1][C][C][C],0
COc1ccc(C(=O)N2CCCC2=O)cc1,"[8*]N1CCCC1=O,[1*]C([1*])=O,[14*]c1ccc([14*])cc1,[2*]OC",[C][O][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=O][C][=C][Ring1][=C],0
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,"[10*]S(=O)(=O)c1ccccc1,[6*]C(C)(C)C,[12*]c1nnc([12*])s1,[4*]N[4*]",[C][C][Branch1][C][C][Branch1][C][C][C][=N][N][=C][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#C],0
CCn1c2ccccc2c2cc(N)ccc21,"[7*]n1c2ccccc2c2cc(N)ccc21,[6*]CC",[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][Ring1][=C],0
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,"[3*]CCCCCCC(=O)O,[3*]C1c2ccccc2CCc2ccccc21,[4*]N[4*]",[O][=C][Branch1][C][O][C][C][C][C][C][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],0
