smiles,smi_fragments,selfies,selfies_fragments,CT_TOX
c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,"['[13C]C1CC1', '[14C]c1ccc([14C])c([14C])c1', '[3C]C[6C]', '[2C]O[2C]', '[2C]OC(F)F', '[1C]C([1C])=O', '[4C]N[4C]', '[14C]c1c(Cl)cncc1Cl']",[C][=C][C][=Branch2][Ring1][P][=C][Branch2][Ring1][=Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=N][C][=C][Ring1][=Branch1][Cl][Cl][O][C][C][C][C][Ring1][Ring1][O][C][Branch1][C][F][F],"['[13C][C][C][C][Ring1][Ring1]', '[14C][C][=C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Ring1][Branch2]', '[3C][C][6C]', '[2C][O][2C]', '[2C][O][C][Branch1][C][F][F]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[14C][C][=C][Branch1][C][Cl][C][=N][C][=C][Ring1][#Branch1][Cl]']",0
c1cc(c(cc1c2ccc(cc2F)F)C(=O)[O-])O,"['[1C]C(=O)[O-]', '[14C]c1ccc(F)cc1F', '[14C]c1ccc(O)c([14C])c1']",[C][=C][C][=Branch2][Ring1][=Branch2][=C][Branch1][P][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][F][C][=Branch1][C][=O][O-1][O],"['[1C][C][=Branch1][C][=O][O-1]', '[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]', '[14C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][14C][=C][Ring1][Branch2]']",0
c1cc(c(cc1C[C@@H](C(=O)[O-])[NH3+])O)O,"['[6C]C[C@H]([NH3+])C(=O)[O-]', '[14C]c1ccc(O)c(O)c1']",[C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1][O][O],"['[6C][C][C@H1][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1]', '[14C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2]']",0
c1cc(c(cc1CC[NH3+])O)O,"['[6C]CC[NH3+]', '[14C]c1ccc(O)c(O)c1']",[C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][C][NH3+1][O][O],"['[6C][C][C][NH3+1]', '[14C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2]']",0
c1cc(c(cc1Cl)Cl)C(Cn2ccnc2)OCc3ccsc3Cl,"['[7C]n1ccnc1', '[14C]c1ccsc1Cl', '[14C]c1ccc(Cl)cc1Cl', '[3C]C([6C])C[6C]', '[3C]C[6C]', '[2C]O[2C]']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][O][C][C][C][=C][S][C][=Ring1][Branch1][Cl],"['[7C][N][C][=C][N][=C][Ring1][Branch1]', '[14C][C][C][=C][S][C][=Ring1][Branch1][Cl]', '[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]', '[3C][C][Branch1][C][6C][C][6C]', '[3C][C][6C]', '[2C][O][2C]']",0
C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br,"['[14C]c1ccc(Cl)cc1Cl', '[10C]S(=O)(=O)c1ccc(Br)s1', '[1C]C([1C])=O', '[4C]N[4C]']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][Br],"['[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]']",1
c1cc(c(cc1Cl)Cl)CO/N=C(/Cn2ccnc2)\c3ccc(cc3Cl)Cl,"['[14C]c1ccc(Cl)cc1Cl', '[2C]O/N=C(/C[6C])c1ccc(Cl)cc1Cl', '[7C]n1ccnc1', '[3C]C[6C]']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][O][/N][=C][Branch1][=Branch2][/C][N][C][=C][N][=C][Ring1][Branch1][\C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl],"['[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]', '[2C][O][/N][=C][Branch1][Ring1][/C][6C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]', '[7C][N][C][=C][N][=C][Ring1][Branch1]', '[3C][C][6C]']",0
c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,"['[7C]n1ccnc1', '[14C]c1ccc(Cl)cc1Cl', '[3C]C([6C])C[6C]', '[3C]C[6C]', '[2C]O[2C]']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl],"['[7C][N][C][=C][N][=C][Ring1][Branch1]', '[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]', '[3C][C][Branch1][C][6C][C][6C]', '[3C][C][6C]', '[2C][O][2C]']",0
c1cc(c(cc1Cl)O)Oc2ccc(cc2Cl)Cl,"['[2C]O[2C]', '[14C]c1ccc(Cl)cc1O', '[14C]c1ccc(Cl)cc1Cl']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][O][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl],"['[2C][O][2C]', '[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O]', '[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]']",0
c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,"['[7C]n1cncn1', '[14C]c1ccc(F)cc1F', '[6C]CC([6C])(O)C[6C]']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][F][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][O],"['[7C][N][C][=N][C][=N][Ring1][Branch1]', '[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]', '[6C][C][C][Branch1][C][6C][Branch1][C][O][C][6C]']",0
c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5[NH3+])C(=O)[O-],"['[1C]C(=O)[O-]', '[4C]N1C[C@H]2[C@H]([NH3+])[C@H]2C1', '[14C]c1ccc(F)cc1F', '[7C]n1cc([14C])c(=O)c2cc(F)c([12C])nc21']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][F][N][C][=C][Branch2][Ring1][P][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][N][C][C@@H1][C@H1][Branch1][Ring2][C][Ring1][Branch1][C@H1][Ring1][Ring2][NH3+1][C][=Branch1][C][=O][O-1],"['[1C][C][=Branch1][C][=O][O-1]', '[4C][N][C][C@H1][C@H1][Branch1][C][NH3+1][C@H1][Ring1][Ring2][C][Ring1][#Branch1]', '[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]', '[7C][N][C][=C][Branch1][C][14C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][12C][N][=C][Ring1][Branch2][Ring1][=C]']",0
c1cc(c(cc1N)C(=O)[O-])O,"['[1C]C(=O)[O-]', '[14C]c1cc(N)ccc1O']",[C][=C][C][=Branch1][=C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O-1][O],"['[1C][C][=Branch1][C][=O][O-1]', '[14C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][O]']",0
c1cc(c(cc1N)O)C(=O)[O-],"['[1C]C(=O)[O-]', '[14C]c1ccc(N)cc1O']",[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][N][O][C][=Branch1][C][=O][O-1],"['[1C][C][=Branch1][C][=O][O-1]', '[14C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][O]']",0
c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,"['[2C]O[2C]', '[6C]C[C@H]([NH3+])C(=O)[O-]', '[14C]c1cc(I)c([14C])c(I)c1', '[14C]c1ccc(O)c(I)c1']",[C][=C][C][=Branch2][Ring2][Ring2][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][O][C][=C][Branch2][Ring1][Ring2][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][I][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1][I][I][O],"['[2C][O][2C]', '[6C][C][C@H1][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1]', '[14C][C][=C][C][Branch1][C][I][=C][Branch1][C][14C][C][Branch1][C][I][=C][Ring1][=Branch2]', '[14C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][Branch2]']",0
c1cc(c(cc1OCC(F)(F)F)C(=O)NCC2CCCC[NH2+]2)OCC(F)(F)F,"['[14C]c1ccc([14C])c([14C])c1', '[3C]C[6C]', '[2C]O[2C]', '[1C]C([1C])=O', '[11C]C1CCCC[NH2+]1', '[4C]N[4C]', '[3C]CC(F)(F)F']",[C][=C][C][=Branch2][Ring1][S][=C][Branch1][#C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N][C][C][C][C][C][C][NH2+1][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F],"['[14C][C][=C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Ring1][Branch2]', '[3C][C][6C]', '[2C][O][2C]', '[1C][C][Branch1][C][1C][=O]', '[11C][C][C][C][C][C][NH2+1][Ring1][=Branch1]', '[4C][N][4C]', '[3C][C][C][Branch1][C][F][Branch1][C][F][F]']",0
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],"['[13C]C1([13C])CCC1', 'N', '[Pt]', '[1C]C(=O)O']",[C][C][C][Branch1][Ring2][C][Ring1][Ring2][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[N].[N].[Pt],"['[13C][C][Branch1][C][13C][C][C][C][Ring1][Branch1]', '[N]', '[Pt]', '[1C][C][=Branch1][C][=O][O]']",1
c1cc(c2c(c1NCC[NH2+]CCO)C(=O)c3c(ccc(c3C2=O)[O-])[O-])NCC[NH2+]CCO,"['[4C][NH2+][4C]', '[3C]CC[3C]', '[14C]c1ccc([14C])c2c1C(=O)c1c([O-])ccc([O-])c1C2=O', '[3C]CCO', '[4C]N[4C]']",[C][=C][C][=Branch2][Ring2][=Branch1][=C][C][=Branch1][O][=C][Ring1][=Branch1][N][C][C][NH2+1][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O][O-1][O-1][N][C][C][NH2+1][C][C][O],"['[4C][NH2+1][4C]', '[3C][C][C][3C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O-1][C][=C][C][Branch1][C][O-1][=C][Ring1][Branch2][C][Ring1][=N][=O]', '[3C][C][C][O]', '[4C][N][4C]']",0
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,"['[3C]CC[3C]', '[14C]c1ccc([14C])c2c1C(=O)c1c(O)ccc(O)c1C2=O', '[3C]CCO', '[4C]N[4C]']",[C][=C][C][=Branch2][Ring2][=Branch1][=C][C][=Branch1][O][=C][Ring1][=Branch1][N][C][C][N][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O][O][O][N][C][C][N][C][C][O],"['[3C][C][C][3C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O]', '[3C][C][C][O]', '[4C][N][4C]']",1
c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CC6)[C@@H](O2)C(=O)CC5)O)O,"['[13C]C1CC1', '[4C][NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5', '[3C]C[6C]']",[C][=C][C][=Branch2][Ring2][O][=C][C][=C][Ring1][=Branch1][C][C@@H1][C@][Branch2][Ring1][#C][C@][Ring1][=Branch1][Branch1][N][C][C][NH1+1][Ring1][=Branch1][C][C][C][C][Ring1][Ring1][C@@H1][Branch1][Ring2][O][Ring1][S][C][=Branch1][C][=O][C][C][Ring1][#C][O][O],"['[13C][C][C][C][Ring1][Ring1]', '[4C][NH1+1][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][C][C][C@@][Ring1][#C][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][C][Ring1][S]', '[3C][C][6C]']",0
c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CCC6)[C@@H](O2)[C@H](CC5)O)O)O,"['[4C][NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5', '[13C]C1CCC1', '[3C]C[6C]']",[C][=C][C][=Branch2][Ring2][N][=C][C][=C][Ring1][=Branch1][C][C@@H1][C@][Branch2][Ring1][S][C@][Ring1][=Branch1][Branch1][=N][C][C][NH1+1][Ring1][=Branch1][C][C][C][C][C][Ring1][Ring2][C@@H1][Branch1][Ring2][O][Ring1][P][C@H1][Branch1][Branch1][C][C][Ring1][#C][O][O][O],"['[4C][NH1+1][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C@@H1][Branch1][C][O][C][C][C@@][Ring1][#C][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][C][Ring1][S]', '[13C][C][C][C][C][Ring1][Ring2]', '[3C][C][6C]']",0
c1cc(cc(c1)[131I])C[NH+]=C(N)N,"['[14C]c1cccc([131I])c1', '[6C]C[NH+]=C(N)N']",[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][131I][C][NH1+1][=C][Branch1][C][N][N],"['[14C][C][=C][C][=C][C][Branch1][C][131I][=C][Ring1][#Branch1]', '[6C][C][NH1+1][=C][Branch1][C][N][N]']",0
c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O,"['[14C]c1ccc(O)cc1', '[14C]c1ccc(F)cc1', '[6C]CC[C@H]([6C])O', '[6C][C@@H]1[C@@H]([13C])C(=O)N1[8C]']",[C][=C][C][=Branch2][Ring2][=C][=C][C][=C][Ring1][=Branch1][C@@H1][C@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][C][C@@H1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][O][O],"['[14C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]', '[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]', '[6C][C][C][C@H1][Branch1][C][6C][O]', '[6C][C@@H1][C@@H1][Branch1][C][13C][C][=Branch1][C][=O][N][Ring1][=Branch1][8C]']",0
c1cc(ccc1[C@@H]2CC[NH2+]C[C@H]2COc3ccc4c(c3)OCO4)F,"['[14C]c1ccc(F)cc1', '[14C]c1ccc2c(c1)OCO2', '[3C]C[6C]', '[2C]O[2C]', '[6C][C@@H]1CC[NH2+]C[C@@H]1[13C]']",[C][=C][C][=Branch2][Ring1][#C][=C][C][=C][Ring1][=Branch1][C@@H1][C][C][NH2+1][C][C@H1][Ring1][=Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][F],"['[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]', '[14C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1]', '[3C][C][6C]', '[2C][O][2C]', '[6C][C@@H1][C][C][NH2+1][C][C@@H1][Ring1][=Branch1][13C]']",0
c1cc(ccc1[C@H]([C@@H](CO)NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],"['[3C][C@H](CO)[C@@H]([6C])O', '[14C]c1ccc([N+](=O)[O-])cc1', '[1C]C(=O)[C-](Cl)Cl', '[4C]N[4C]']",[C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][S][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C-1][Branch1][C][Cl][Cl][O][N+1][=Branch1][C][=O][O-1],"['[3C][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][6C][O]', '[14C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]', '[1C][C][=Branch1][C][=O][C-1][Branch1][C][Cl][Cl]', '[4C][N][4C]']",0
c1cc(ccc1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],"['[14C]c1ccc([N+](=O)[O-])cc1', '[1C]C(=O)[C-](Cl)Cl', '[1C]C(=O)CCC(=O)[O-]', '[2C]O[2C]', '[4C]N[4C]', '[3C]C[C@@H]([3C])[C@@H]([6C])O']",[C][=C][C][=Branch2][Ring2][Branch1][=C][C][=C][Ring1][=Branch1][C@H1][Branch2][Ring1][O][C@@H1][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C-1][Branch1][C][Cl][Cl][O][N+1][=Branch1][C][=O][O-1],"['[14C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]', '[1C][C][=Branch1][C][=O][C-1][Branch1][C][Cl][Cl]', '[1C][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1]', '[2C][O][2C]', '[4C][N][4C]', '[3C][C][C@@H1][Branch1][C][3C][C@@H1][Branch1][C][6C][O]']",0
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,"['[6C]C([6C])[6C]', '[7C]n1cncn1', '[14C]c1ccc(C#N)cc1']",[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][#N][C][Branch1][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][N][C][=N][C][=N][Ring1][Branch1],"['[6C][C][Branch1][C][6C][6C]', '[7C][N][C][=N][C][=N][Ring1][Branch1]', '[14C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2]']",1
c1cc(ccc1C(CC(=O)[O-])C[NH3+])Cl,"['[14C]c1ccc(Cl)cc1', '[6C]C(C[NH3+])CC(=O)[O-]']",[C][=C][C][=Branch1][P][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][NH3+1][Cl],"['[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]', '[6C][C][Branch1][Ring1][C][NH3+1][C][C][=Branch1][C][=O][O-1]']",0
c1cc(ccc1C(=O)CCC[NH+]2CCC(CC2)(c3ccc(cc3)Cl)O)F,"['[14C]c1ccc(F)cc1', '[14C]c1ccc(Cl)cc1', '[1C]C(=O)CCC[3C]', '[4C][NH+]1CCC([6C])(O)CC1']",[C][=C][C][=Branch2][Ring2][Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][NH1+1][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][O][F],"['[14C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]', '[14C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]', '[1C][C][=Branch1][C][=O][C][C][C][3C]', '[4C][NH1+1][C][C][C][Branch1][C][6C][Branch1][C][O][C][C][Ring1][Branch2]']",0
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,"['[11C][C@H]1CNc2[nH]c(N)nc(=O)c2N1C=O', '[3C]C[6C]', '[1C]C([1C])=O', '[4C]N[4C]', '[14C]c1ccc([14C])cc1', '[3C][C@@H](CCC(=O)[O-])C(=O)[O-]']",[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][N][C][C@H1][C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][NH1][Ring1][#Branch1][N][N][Ring1][N][C][=O],"['[11C][C@H1][C][N][C][NH1][C][Branch1][C][N][=N][C][=Branch1][C][=O][C][=Ring1][Branch2][N][Ring1][N][C][=O]', '[3C][C][6C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[3C][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1]']",0
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,"['[3C]C[6C]', '[11C]C1CNc2[nH]c(N)nc(=O)c2N1C=O', '[1C]C([1C])=O', '[4C]N[4C]', '[14C]c1ccc([14C])cc1', '[3C][C@@H](CCC(=O)[O-])C(=O)[O-]']",[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][N][C][C][C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][NH1][Ring1][#Branch1][N][N][Ring1][N][C][=O],"['[3C][C][6C]', '[11C][C][C][N][C][NH1][C][Branch1][C][N][=N][C][=Branch1][C][=O][C][=Ring1][Branch2][N][Ring1][N][C][=O]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[3C][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1]']",0
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCc2cnc3c(n2)c(=O)nc([nH]3)N,"['[3C]C[6C]', '[1C]C([1C])=O', '[4C]N[4C]', '[14C]c1ccc([14C])cc1', '[12C]c1cnc2[nH]c(N)nc(=O)c2n1', '[3C][C@@H](CCC(=O)[O-])C(=O)[O-]']",[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][N][C][C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][Ring2][NH1][Ring1][Branch2][N],"['[3C][C][6C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[12C][C][=C][N][=C][NH1][C][Branch1][C][N][=N][C][=Branch1][C][=O][C][Ring1][Branch2][=N][Ring1][N]', '[3C][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1]']",0
c1cc(ccc1C(=O)NCC(=O)[O-])N,"['[3C]CC(=O)[O-]', '[1C]C([1C])=O', '[14C]c1ccc(N)cc1', '[4C]N[4C]']",[C][=C][C][=Branch1][P][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][N],"['[3C][C][C][=Branch1][C][=O][O-1]', '[1C][C][Branch1][C][1C][=O]', '[14C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]', '[4C][N][4C]']",0
c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],"['[14C]c1ccc(N/N=C2/C=CC(=O)C(C(=O)[O-])=C2)cc1', '[3C]CCC(=O)[O-]', '[1C]C([1C])=O', '[4C]N[4C]']",[C][=C][C][=Branch2][Ring1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O-1][N][/N][=C][/C][=C][C][=Branch1][C][=O][C][=Branch1][Ring2][=C][\-Ring1][#Branch1][C][=Branch1][C][=O][O-1],"['[14C][C][=C][C][=C][Branch2][Ring1][Branch1][N][/N][=C][/C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][C]', '[3C][C][C][C][=Branch1][C][=O][O-1]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]']",0
